y, z, Average_Vx, Average_Vy, Average_Vz, AtomCount
67.2817 2.49933 -0.0014568 0.00022813 0.000826798 5.51932
68.2785 2.49933 0.000308529 -0.00118278 -0.00208889 5.51932
69.2753 2.49933 0.000328571 0.000229352 0.000461612 8.52986
70.272 2.49933 -0.000250645 -0.00047592 -2.76349e-05 27.0948
71.2688 2.49933 0.0015324 -0.00104205 0.000503739 16.0562
72.2656 2.49933 -0.000342647 -0.00126362 0.000290606 11.5404
73.2623 2.49933 -0.000621198 -0.000185878 -5.21903e-05 21.5755
74.2591 2.49933 0.000156008 -0.000541377 -0.00113832 11.5404
75.2559 2.49933 0.00102072 -1.62669e-05 -0.000866531 8.52986
76.2526 2.49933 -0.000505537 0.000703884 -0.000386023 8.0281
77.2494 2.49933 -6.58279e-05 0.000385755 -0.000417319 9.53337
78.2462 2.49933 0.000256629 0.000197687 -0.000393767 20.572
79.2429 2.49933 -0.000235703 -0.000146 0.000360331 17.0597
80.2397 2.49933 -0.000119413 -0.00123214 0.00106146 9.03161
81.2365 2.49933 -0.000319477 -0.000291745 -0.000259939 24.5861
82.2332 2.49933 -0.000345595 0.000503258 0.000562545 10.0351
0.498383 3.49906 -0.000526299 0.00113154 0.000398288 8.52986
1.49515 3.49906 -0.00118902 -0.000833112 0.000952164 5.01756
2.49192 3.49906 0.000723913 -0.000893972 -0.00127416 12.5439
3.48868 3.49906 -0.000898182 -0.000548799 -0.00105674 7.52634
4.48545 3.49906 0.000352964 0.000292743 -0.000350071 8.0281
5.48221 3.49906 0.00109486 6.62001e-05 -0.00118328 9.53337
6.47898 3.49906 0.00167815 0.000248921 -0.000623888 12.0422
7.47575 3.49906 -0.000523609 0.000190952 0.00146237 11.5404
8.47251 3.49906 -0.000624516 0.000750669 0.000139109 6.52283
9.46928 3.49906 0.00098148 -0.000786912 -0.00128793 11.5404
10.466 3.49906 -0.000331873 0.000675432 -0.000520159 13.0457
11.4628 3.49906 -6.83171e-05 -0.00132584 0.000942685 9.03161
12.4596 3.49906 -0.000458675 0.00169437 -0.00101158 12.0422
13.4563 3.49906 0.00043181 0.00106043 -0.000137732 11.0386
14.4531 3.49906 0.00134919 -0.00144166 -0.00110247 8.52986
15.4499 3.49906 0.000379992 -0.000622221 0.00113386 11.0386
16.4466 3.49906 0.00114562 0.000335628 -0.000647809 9.03161
17.4434 3.49906 -0.000222686 -9.31879e-06 -0.000683558 9.53337
18.4402 3.49906 0.00028052 0.00193725 -1.56175e-05 6.02108
19.4369 3.49906 -0.000434543 0.000282131 -8.60669e-06 11.0386
20.4337 3.49906 0.00113842 7.58172e-05 -0.000519764 15.0527
21.4305 3.49906 -0.000533474 0.00104334 -0.000936853 7.02459
22.4272 3.49906 -0.000754768 0.00182266 0.000803587 8.52986
23.424 3.49906 0.000606664 0.00138366 0.000166068 10.5369
24.4208 3.49906 -0.00214625 0.00052733 -0.000535456 12.0422
25.4175 3.49906 -0.000459873 6.10553e-05 9.0182e-05 6.02108
26.4143 3.49906 0.000172935 5.81582e-05 -7.97981e-05 8.0281
27.4111 3.49906 -0.000875125 -0.000315514 -0.000622035 11.5404
28.4078 3.49906 -0.00015198 0.00146988 -0.00121829 8.52986
29.4046 3.49906 -0.000909675 -0.000393812 -0.000202466 9.03161
30.4014 3.49906 0.00152902 -0.000844103 0.000847151 7.52634
31.3981 3.49906 -0.000405173 0.000561193 0.000282104 11.5404
32.3949 3.49906 -0.00039659 0.000322406 -0.000185317 12.5439
33.3917 3.49906 0.000733873 -0.000655694 -0.000116101 11.5404
34.3884 3.49906 -6.34469e-05 -0.000236745 -0.000284978 7.52634
35.3852 3.49906 0.00018459 -0.000430106 0.000839386 11.0386
36.382 3.49906 6.95769e-05 0.000208814 -0.000230242 11.5404
37.3787 3.49906 0.000607284 -0.000408372 0.00140495 9.53337
38.3755 3.49906 -0.000194581 0.00042277 -7.1466e-05 5.51932
39.3723 3.49906 0.000716559 0.000436539 -0.000661778 12.5439
40.369 3.49906 -0.000623092 0.00109445 0.000519134 11.0386
41.3658 3.49906 0.000193609 -0.000818522 -0.000369087 12.0422
42.3626 3.49906 -0.000880449 -0.000403077 0.000188341 7.52634
43.3593 3.49906 -0.000597246 -0.000154668 0.000254452 13.5474
44.3561 3.49906 0.000969394 -0.00047603 3.00105e-05 14.0492
45.3529 3.49906 0.00058322 9.59111e-05 0.000157178 9.53337
46.3496 3.49906 -0.000364948 0.000382167 -0.000434877 11.5404
47.3464 3.49906 -0.00160185 0.000401454 0.000463558 9.03161
48.3432 3.49906 -0.00113452 0.000481437 -0.00112984 12.5439
49.3399 3.49906 0.000640843 0.00113651 -0.00182514 9.53337
50.3367 3.49906 0.00038641 0.000770623 -0.000620833 14.5509
51.3335 3.49906 -0.00135559 0.00147973 0.000470843 7.52634
52.3302 3.49906 0.000930782 0.000239141 0.000169995 9.03161
53.327 3.49906 -0.000358054 -1.53299e-05 -0.000768712 13.0457
54.3238 3.49906 0.000776546 -0.00035741 0.000650343 9.03161
55.3205 3.49906 0.00132399 -0.000926432 -0.000516052 6.52283
56.3173 3.49906 0.00181364 0.000364181 -0.0011719 6.52283
57.3141 3.49906 0.000124786 -0.000472367 -0.000534501 10.0351
58.3108 3.49906 -0.000297274 -9.36195e-05 0.000759158 8.52986
59.3076 3.49906 0.00028163 0.000227173 -5.84548e-05 11.0386
60.3044 3.49906 -0.00067092 0.000333612 0.000389292 9.53337
61.3011 3.49906 0.00025874 -0.00123672 0.000333898 10.5369
62.2979 3.49906 -0.000380821 0.000134596 -9.9636e-05 10.5369
63.2947 3.49906 -6.09213e-05 -0.000123739 4.16208e-05 8.52986
64.2914 3.49906 0.000118631 -0.000206664 0.00071597 6.52283
65.2882 3.49906 -0.000445608 0.000112008 -4.95717e-05 8.52986
66.285 3.49906 0.00170591 -0.000781153 0.00118167 12.5439
67.2817 3.49906 0.00029708 -0.000172272 -0.000929673 11.0386
68.2785 3.49906 0.00172567 4.01867e-05 -0.000991965 12.0422
69.2753 3.49906 -0.000734322 0.000825257 -0.0016542 8.0281
70.272 3.49906 8.73e-05 0.000522208 0.000328616 12.5439
71.2688 3.49906 0.00114696 0.00019188 0.000451312 5.01756
72.2656 3.49906 -0.000110256 -0.000625489 0.000692468 9.03161
73.2623 3.49906 -0.000908928 0.000128452 0.000585342 9.53337
74.2591 3.49906 0.00081579 -0.00136122 0.00142042 11.0386
75.2559 3.49906 3.14263e-05 0.00135113 0.00032192 6.52283
76.2526 3.49906 0.00118798 -0.00115593 0.000566446 7.02459
77.2494 3.49906 0.000513146 0.00028039 -0.000546861 14.0492
78.2462 3.49906 0.000607369 -0.00148653 0.000118163 9.03161
79.2429 3.49906 0.00159312 -0.000225209 -0.000356127 8.0281
80.2397 3.49906 7.0462e-05 0.000660409 0.000563174 10.5369
81.2365 3.49906 -0.000465186 -0.000548231 -0.000980305 10.5369
82.2332 3.49906 -0.000116267 -7.23958e-05 0.00064347 13.0457
0.498383 4.4988 -0.000882059 -0.00116751 0.000212547 16.0562
1.49515 4.4988 0.000752555 -0.000267411 8.11562e-05 14.0492
2.49192 4.4988 0.000209415 -0.000573191 3.15291e-05 20.572
3.48868 4.4988 9.32242e-05 -0.000549145 0.000341696 13.5474
